Customer ID,Gender,Age,Subscription Plan,Contract Type,Payment Method,Monthly Fee,Total Spent,Churn
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Male,49,Premium,Quarterly,Debit Card,74.73,1644.06,No
05000bc6-b20d-4b6e-b231-1f1795863a76,Female,58,Premium,Yearly,Bank Transfer,27.96,83.88,Yes
9360715f-c3fe-4183-a172-b725db52ca58,Female,32,Basic,Yearly,Bank Transfer,25.68,539.28,No
f1578470-0182-47c4-ba1b-58066160a6b4,Male,41,Basic,Quarterly,Bank Transfer,55.44,997.92,No
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,Female,58,Standard,Monthly,Debit Card,53.8,107.6,No
d5f25073-f414-42b1-a442-9ebbda7b9095,Female,23,Premium,Quarterly,PayPal,63.31,1392.82,No
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,Male,62,Standard,Monthly,PayPal,31.22,249.76,No
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,Female,40,Standard,Quarterly,Debit Card,56.14,280.7,No
45df16b6-382c-443f-bcfc-9b793875394c,Male,58,Standard,Quarterly,Bank Transfer,46.45,650.3,No
638c254c-076e-4bba-bc53-08bf6f92f25e,Male,37,Standard,Yearly,Debit Card,68.69,137.38,No
cc530e36-addc-4e13-ab3b-4d37560c95ee,Male,18,Basic,Yearly,PayPal,31.12,311.2,Yes
d72b6108-2a40-4f12-b963-f37f67814c1f,Female,33,Standard,Monthly,Debit Card,70.25,632.25,No
fb10987f-20ac-4703-ab67-146a77a6e17c,Female,25,Premium,Monthly,Credit Card,25.03,500.6,No
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,Male,54,Premium,Monthly,Bank Transfer,52.72,896.24,No
a9ba5a27-907b-4e36-9786-48f864de82e6,Female,45,Premium,Yearly,Debit Card,28.53,570.6,Yes
6db99102-a48b-4dbe-957d-94a106f028ff,Female,26,Premium,Monthly,Bank Transfer,14.65,14.65,Yes
2e85cb21-7631-4e9d-9de9-f86322bd3388,Female,54,Basic,Yearly,Credit Card,19.3,366.7,Yes
53cd6268-610c-4373-8299-9aa40cdf742b,Female,37,Basic,Quarterly,Bank Transfer,71.74,143.48,No
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Male,56,Premium,Yearly,PayPal,54,648,No
473bd358-610e-4a64-a130-1617c2dff335,Male,62,Standard,Quarterly,Bank Transfer,70.61,1270.98,Yes
6bebac31-d4f8-4d72-b382-1cfdc083b73a,Male,25,Basic,Quarterly,Credit Card,96.7,1450.5,No
78660765-14f7-4e8d-95bc-b8d04094dded,Male,43,Premium,Quarterly,Debit Card,54.75,930.75,No
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,Male,57,Basic,Yearly,Bank Transfer,81.6,326.4,No
39669fa7-5997-4043-b3b1-025bfff9f585,Male,48,Standard,Monthly,Bank Transfer,68.61,137.22,No
f510ab53-c7fe-439f-9190-f938a66fd7f7,Female,26,Basic,Monthly,Credit Card,88.37,795.33,Yes
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,Male,58,Premium,Quarterly,Credit Card,78.87,315.48,No
d6d7b3b8-3309-4d35-bf4d-f561f319c125,Female,51,Standard,Monthly,Credit Card,38.55,501.15,No
3d114802-2702-478b-9f0f-da8d05379ff6,Female,24,Basic,Monthly,PayPal,66.72,467.04,No
1d48a071-ab61-47b1-b93b-4c3220500494,Male,46,Basic,Monthly,Credit Card,59.11,177.33,Yes
770c7798-37cc-463b-b2a0-345990604f62,Female,28,Premium,Quarterly,Debit Card,65.75,920.5,No
5e6fea07-c453-4f1d-8199-2fdfb31022f0,Male,43,Standard,Quarterly,Bank Transfer,12.31,147.72,Yes
f6b751f7-9b74-4245-9b1b-c8952af43ab7,Female,54,Premium,Yearly,PayPal,78.84,473.04,No
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,Female,60,Basic,Monthly,PayPal,48.78,780.48,No
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Female,32,Basic,Yearly,PayPal,15.42,323.82,No
edcb8cb6-0692-4c63-9424-aed51bac5c15,Male,51,Standard,Monthly,Bank Transfer,33.11,662.2,No
e87466d7-ad66-41bd-9367-6a024fdc6e1b,Male,64,Premium,Quarterly,Bank Transfer,74.59,149.18,Yes
f1043785-658b-4523-a014-1de9f54ad0a2,Female,43,Basic,Quarterly,PayPal,21.09,253.08,Yes
9793b9b4-1374-4146-b2c5-bd89b70b3420,Male,48,Premium,Yearly,Bank Transfer,81.41,814.1,No
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Female,21,Standard,Yearly,Debit Card,59.52,773.76,No
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,Male,30,Premium,Quarterly,Debit Card,56.37,507.33,No
ce3714af-99b4-4350-af2b-99b4d9acd158,Male,27,Standard,Monthly,Credit Card,91.53,1464.48,No
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,Male,54,Standard,Yearly,Bank Transfer,48.14,481.4,No
8861fe18-58e2-4888-8a83-81bec85aca46,Male,53,Standard,Monthly,PayPal,62.79,941.85,Yes
11a72609-5edd-4bbf-a959-76636daa2e68,Female,51,Basic,Yearly,Credit Card,18.61,297.76,No
033d2bce-575a-4d2c-a5c5-650c8186a576,Male,45,Premium,Yearly,Debit Card,33.12,430.56,No
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,Female,42,Standard,Yearly,PayPal,72.56,217.68,No
5cb85aed-f5f6-4c97-aefb-63b11b049863,Male,56,Basic,Monthly,PayPal,99.21,1388.94,Yes
75b17a55-d426-4982-a43e-4288a2b5b498,Female,55,Standard,Yearly,Credit Card,17.15,137.2,No
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,Female,20,Basic,Monthly,PayPal,40.92,286.44,Yes
a6846099-f729-4951-8591-31d2bbda0242,Male,19,Basic,Yearly,Bank Transfer,58.6,351.6,No
eb6c1016-cee6-44d0-9dac-6e8345241ea6,Male,61,Basic,Quarterly,PayPal,27.13,54.26,No
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Female,55,Basic,Yearly,Debit Card,50.17,1003.4,Yes
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,Female,53,Basic,Monthly,Credit Card,72.1,1658.3,No
3ed8c56c-da09-4fa0-9282-8d8044b591f7,Female,47,Basic,Yearly,Bank Transfer,10.11,161.76,No
4767d76c-162f-4a24-af43-613cd4aac9a3,Female,20,Standard,Monthly,PayPal,45.94,367.52,Yes
c01f36bf-3e6d-458b-b367-c28de1b294de,Female,57,Basic,Monthly,Debit Card,56.89,341.34,Yes
ab0e664e-9c3e-42d5-91e1-aa9676f72255,Female,56,Basic,Monthly,Bank Transfer,55.62,1112.4,No
7e8adee7-0758-4201-961e-16d16105716b,Female,53,Basic,Yearly,Debit Card,40.75,366.75,Yes
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Male,26,Basic,Yearly,PayPal,45.73,1051.79,No
4223623b-cc3e-4dde-9ad5-cf06364d7c87,Female,23,Premium,Quarterly,PayPal,61.71,308.55,No
989d9d4a-e15c-4666-8797-b2c957207246,Female,64,Basic,Quarterly,Debit Card,83.57,250.71,No
8e485223-46b9-4991-a14e-b70db380c73a,Female,47,Standard,Quarterly,PayPal,81.1,1622,No
30e912f2-f2b4-4abf-8441-aefd0299436a,Male,38,Premium,Quarterly,PayPal,72.55,1305.9,No
680bac63-b856-4035-bdc9-829015eabb27,Female,27,Basic,Quarterly,Credit Card,53.14,53.14,No
3d85de89-c217-4429-8e20-07247d137018,Female,18,Standard,Quarterly,Debit Card,25.74,77.22,No
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,Female,42,Basic,Monthly,Debit Card,16.14,32.28,No
046a0df5-cafd-4613-b2bb-912d7da67785,Male,21,Basic,Monthly,PayPal,55.55,999.9,Yes
6786d506-38ba-4abc-8b53-05e517d2582e,Male,23,Basic,Yearly,Debit Card,64.23,1477.29,Yes
a9f948b2-4e63-44bb-be49-3f43b118f68d,Male,22,Premium,Quarterly,Debit Card,29.06,319.66,No
8db06746-7927-4973-9e78-1fd794e0d3ba,Male,32,Basic,Yearly,PayPal,25.36,532.56,Yes
ff233d5f-6ced-415d-9800-7c0287ea7ff5,Female,63,Premium,Yearly,Bank Transfer,72.25,72.25,No
5a104129-54ae-4d1b-8ce6-424dbef59fe6,Male,57,Basic,Monthly,PayPal,29.87,597.4,No
4e7ed827-455a-4762-b428-a656b3ee4d3b,Female,56,Standard,Yearly,Credit Card,89.79,269.37,No
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,Female,39,Standard,Yearly,Credit Card,44.84,224.2,Yes
be2d740a-1e9b-43bc-90c7-c006314d3441,Female,44,Basic,Quarterly,Debit Card,33.38,333.8,No
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,Female,56,Basic,Monthly,Credit Card,11.09,199.62,No
bd1531c8-3764-4bda-b108-d4482f65fafa,Male,35,Basic,Monthly,Bank Transfer,53.91,161.73,Yes
96ef2ad6-b97e-4703-86c8-adfe7bf47042,Male,38,Premium,Monthly,Debit Card,21.45,42.9,No
98c7472a-864e-4a13-829c-fc0cfa02eaec,Female,35,Premium,Monthly,Credit Card,45.5,273,No
d52721e7-19bc-443e-bb02-bebb48729a4d,Female,30,Basic,Monthly,Bank Transfer,80.82,727.38,No
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,Female,65,Basic,Monthly,Debit Card,93.73,749.84,No
b540b30e-039f-4a25-8d61-68bd2defe193,Male,51,Premium,Quarterly,Bank Transfer,30.43,517.31,Yes
0ba6eab9-4639-447b-a067-bdac88bd13d1,Female,62,Premium,Monthly,Bank Transfer,98.94,2275.62,No
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Male,25,Basic,Yearly,PayPal,69.31,1316.89,Yes
a34b6cf6-2053-4a42-b1af-db65b289f224,Female,34,Basic,Monthly,Bank Transfer,41.79,585.06,No
1a432f0a-7daa-49f0-80b6-fce2de53790a,Female,32,Premium,Yearly,PayPal,26.67,293.37,No
48ca7651-92f5-4f7b-8323-d342df6a8f93,Male,47,Standard,Quarterly,Debit Card,17.44,279.04,No
5738811d-70c2-403f-ba8d-03aa782a65e0,Male,25,Basic,Monthly,Debit Card,70.06,210.18,Yes
40a26c60-0d27-4659-b72a-da9b2f32751e,Female,21,Standard,Monthly,Credit Card,96.38,2216.74,Yes
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,Female,27,Basic,Yearly,Bank Transfer,20.26,263.38,No
7de31a51-6694-4343-90ba-58e3d2762bdc,Male,33,Standard,Yearly,Debit Card,40.44,323.52,No
afbb411a-a123-4a8c-93b7-a88612f70c97,Male,42,Premium,Quarterly,Bank Transfer,44.98,809.64,No
cfa701cd-2631-400b-a6d7-94d30db95301,Female,37,Basic,Yearly,Debit Card,11.14,233.94,Yes
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,Female,47,Premium,Yearly,Credit Card,33.26,498.9,Yes
8edddfcd-1e52-4770-bf89-7142fe716b14,Male,38,Standard,Quarterly,Bank Transfer,60.2,1384.6,No
989bc4da-9b37-422b-aa8a-616fc3b290d0,Male,39,Standard,Yearly,Credit Card,94.36,1226.68,Yes
c693da11-39c6-41ca-9e50-aa42ca6dfda1,Male,38,Premium,Yearly,Debit Card,29.22,555.18,Yes
e893be3d-7354-4a6f-a160-745985c7504b,Female,30,Standard,Yearly,Credit Card,63.13,189.39,Yes
96a9954f-dc33-41f9-8c1f-55ab715629ee,Male,40,Basic,Quarterly,PayPal,61.95,309.75,Yes
9191b363-4e2d-4645-adc7-cac7fd72b050,Female,33,Basic,Monthly,PayPal,99.26,794.08,Yes
f5c9b047-9c10-4572-8f6b-40d09efba58b,Female,59,Standard,Yearly,Credit Card,59.96,839.44,No
c342bd2b-f295-456e-9967-5f06bd767e35,Male,19,Basic,Monthly,Credit Card,59.88,1317.36,No
43bfd931-3605-4f54-a021-c0ca3531968d,Female,29,Basic,Quarterly,Debit Card,77.46,1626.66,No
3d67cde9-2834-44c0-94c8-b3b4a911d192,Male,33,Premium,Yearly,PayPal,52.33,994.27,No
2812859a-1337-439e-8d4f-5d272c7f0b79,Female,64,Basic,Quarterly,Bank Transfer,29.55,147.75,No
b07aa066-7354-45ea-a894-9b8d00af5b3a,Female,57,Premium,Monthly,Debit Card,65.76,263.04,Yes
085b15fb-4a8f-4810-b84c-2f29980402a2,Male,37,Basic,Yearly,PayPal,53.29,746.06,No
48603b32-b4fb-4eb9-89c1-3de73b4206c5,Male,33,Standard,Yearly,Bank Transfer,60.46,120.92,No
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,Male,48,Premium,Monthly,PayPal,16.94,372.68,No
43b9da13-ec85-4f37-bbc1-a987aff8754d,Female,47,Standard,Quarterly,Credit Card,80.98,1538.62,No
96fc734d-a003-4d28-8a8f-3653c9af18f8,Female,47,Premium,Monthly,PayPal,31.23,624.6,Yes
32a447b2-ef04-457d-8dcc-c33aa9434aa0,Female,64,Premium,Monthly,Bank Transfer,36.95,36.95,No
398d1ca6-8b68-40b5-9d61-fac36cd5e859,Female,37,Premium,Yearly,PayPal,46.89,656.46,No
44007d5a-e88d-4719-a624-2b40a5cb63a2,Male,26,Standard,Monthly,Credit Card,60.9,609,No
0f44704f-1247-4a4e-a469-98e8d39e198b,Male,60,Basic,Quarterly,Debit Card,62.78,376.68,No
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Male,68,Basic,Yearly,Debit Card,86.75,1648.25,No
ebd34616-91b7-4d8e-9301-6989bfbbb17f,Female,54,Basic,Monthly,Debit Card,94.36,377.44,Yes
77fc9703-1fd5-4423-b06c-5c5649e2623d,Female,56,Premium,Quarterly,PayPal,49.32,197.28,No
670acc5c-b321-4f21-8dd8-eb85b04d3376,Female,63,Basic,Yearly,Bank Transfer,69.13,276.52,Yes
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,Female,61,Standard,Quarterly,Debit Card,33.55,100.65,Yes
9918ee46-1497-4658-b010-f7197e695d0d,Female,27,Standard,Yearly,Debit Card,86.03,516.18,Yes
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,Male,53,Premium,Quarterly,Debit Card,60.58,1272.18,No
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Male,44,Premium,Quarterly,PayPal,31.31,344.41,No
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,Male,65,Premium,Monthly,Debit Card,84.51,1183.14,No
964db03f-9340-4fad-9c4a-d56bd6016237,Female,38,Standard,Monthly,PayPal,75.26,376.3,No
c3c75611-ffe3-4a49-854f-92fff366bad4,Male,68,Basic,Monthly,Bank Transfer,97.06,873.54,Yes
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,Male,21,Premium,Quarterly,Credit Card,86.56,1990.88,No
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Female,51,Standard,Yearly,Credit Card,81.25,1381.25,No
7135f221-a6c9-437f-84da-d06a7872bdeb,Female,63,Standard,Quarterly,Credit Card,48.58,242.9,No
ff37d19c-2e76-428b-8735-44f9ea83bf00,Female,19,Standard,Quarterly,Bank Transfer,47.06,329.42,No
d0725b5c-a281-4044-af96-288295d82980,Female,64,Standard,Yearly,Debit Card,98.03,1862.57,No
785299f4-175b-498d-b814-01027de1bdfe,Female,49,Premium,Monthly,Bank Transfer,59.04,236.16,No
5230dfbd-5553-42fe-a889-803e5913f9d3,Female,32,Basic,Yearly,Debit Card,24.55,343.7,Yes
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Male,57,Standard,Quarterly,Credit Card,12.45,37.35,No
7ed70ed7-b194-490b-a961-929e546e035a,Male,59,Premium,Quarterly,PayPal,69.11,1243.98,Yes
668409e3-f1f8-443e-a99f-131849c8a43f,Male,68,Premium,Quarterly,Bank Transfer,35.84,322.56,No
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,Male,25,Premium,Monthly,PayPal,27.63,386.82,No
409d3602-5084-4242-968b-1625746f7891,Female,37,Standard,Quarterly,PayPal,65.21,847.73,No
c5c5b37a-f85e-46a1-9dad-09b252c21221,Female,60,Standard,Monthly,Bank Transfer,28.18,225.44,No
d32e6dcd-83bc-4478-9d6a-c7b86778043b,Female,65,Premium,Monthly,Bank Transfer,81.87,1146.18,Yes
de8ede0b-a85c-4e4a-804b-6fabfcf56188,Female,26,Premium,Quarterly,PayPal,97.04,1261.52,No
0de051a6-69ca-47d2-b644-14fd8ae769ed,Male,47,Basic,Quarterly,Bank Transfer,99.74,2294.02,Yes
9f64eeed-5c9d-427d-84b8-71bb300568d2,Male,42,Premium,Monthly,Bank Transfer,74.74,149.48,Yes
71299889-a01a-4992-bf9d-3e64c1a6423b,Female,22,Premium,Monthly,Bank Transfer,87.24,1744.8,No
445dcc38-341c-4494-8d36-6dfcc28ebd70,Female,36,Basic,Yearly,Debit Card,83.95,1007.4,No
49bc473f-ed7b-4656-a18a-15368c99a894,Female,51,Standard,Yearly,Bank Transfer,40.17,642.72,No
7c16128d-b2c0-4394-a17f-29e170286046,Female,43,Standard,Monthly,Credit Card,47.81,95.62,No
a14923c2-f920-464c-8763-fcd01f15c7b6,Male,35,Standard,Yearly,Credit Card,49.2,1082.4,No
b5b453ca-3d42-493c-8c9f-d3349bdf0377,Female,28,Standard,Yearly,PayPal,67.07,1341.4,No
03802b70-8d03-491e-8f8d-5238288b78b5,Female,19,Premium,Yearly,PayPal,25.04,500.8,Yes
3985fb62-17dc-4eff-a872-13f98d605936,Female,40,Premium,Yearly,Bank Transfer,87.97,1319.55,No
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,Male,38,Premium,Monthly,Credit Card,46.75,935,No
a5d04d53-1e12-42e3-b272-92b6762172ed,Female,34,Premium,Monthly,PayPal,15.32,229.8,Yes
eec259dc-7f95-497c-a76a-a6ced50755d9,Male,23,Premium,Yearly,PayPal,25.22,50.44,No
b495db4e-8245-4fb4-8ab7-706eb77350ca,Female,31,Basic,Quarterly,PayPal,47.15,660.1,No
7b85179a-d5b0-47e0-aa5d-932b45ff2c83,Male,42,Standard,Quarterly,Debit Card,35.2,563.2,No
74eff545-3e65-4603-b8e3-654bfaf14ff0,Female,68,Premium,Quarterly,PayPal,82.44,1648.8,No
30cbd755-6232-417a-a507-41818d1fb540,Female,26,Premium,Yearly,Credit Card,35.34,530.1,No
bf0d073d-821c-4336-9970-cf60ebff8d15,Female,55,Basic,Monthly,Bank Transfer,18.69,168.21,Yes
11df12d7-dd30-4e89-a2f2-35f2e11b868d,Female,69,Basic,Quarterly,PayPal,16.68,150.12,Yes
dabac50d-ca3d-4859-85ce-099c46b82659,Female,58,Premium,Quarterly,Credit Card,39.74,874.28,No
c9a7d91f-ef2a-4713-9702-10496a39aaa6,Male,33,Basic,Quarterly,Credit Card,35.68,428.16,No
00a81de9-d20f-47d0-8465-6d6b81fb18b3,Female,63,Standard,Monthly,PayPal,69.29,1108.64,No
d664d264-4c6e-47ff-b9de-7a3a486822b9,Male,61,Basic,Monthly,Credit Card,57.27,515.43,No
a8f1e091-ffb8-402d-9475-dbc996418ced,Male,51,Basic,Monthly,PayPal,48.74,584.88,No
7250ee18-260a-4962-9d81-b7f57d5911c6,Female,64,Premium,Monthly,PayPal,90.33,1987.26,No
551ac8ea-585a-4afa-bbfd-cc1289e06ab3,Male,55,Basic,Monthly,PayPal,31.37,219.59,Yes
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,Female,39,Basic,Yearly,Debit Card,33.64,67.28,No
de9e3757-5260-401e-aecf-67d2749176f4,Male,18,Premium,Quarterly,Debit Card,90.23,1624.14,No
3d225c30-b28f-41de-bb14-0bc3304b8590,Female,23,Standard,Yearly,Bank Transfer,31.5,315,No
db23aa8c-3bca-4f85-a20a-60ac9261549d,Male,62,Basic,Yearly,Bank Transfer,52.28,836.48,Yes
517400f8-0b2c-482a-a928-8e92c68a152f,Female,66,Basic,Monthly,Debit Card,86.87,1476.79,Yes
e9d68f23-b489-4070-b914-f8a8bea4ff31,Male,37,Basic,Quarterly,PayPal,82.23,1397.91,Yes
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,Female,60,Standard,Quarterly,Credit Card,45.73,228.65,Yes
a6eab79e-d21c-42f8-8ada-4f80a9e782d4,Male,41,Basic,Yearly,PayPal,55.67,501.03,Yes
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,Female,28,Standard,Yearly,PayPal,21.83,305.62,Yes
f72169bb-8096-4718-a051-acef097a1e10,Female,61,Premium,Monthly,Credit Card,33.24,531.84,Yes
19b17e80-dea4-4e17-94fd-9ad39716108e,Female,56,Standard,Monthly,Bank Transfer,87.66,1227.24,Yes
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,Male,64,Premium,Monthly,PayPal,88.44,1591.92,Yes
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,Female,50,Premium,Quarterly,Credit Card,20.89,167.12,No
def57689-68f4-4bce-a4e7-5e8eb8f21423,Male,29,Standard,Yearly,PayPal,77.49,154.98,No
1327f1bc-2784-478f-b84f-16b3a79fbfaf,Male,27,Standard,Yearly,PayPal,63.88,894.32,No
43d88870-f81d-4aa1-8812-0a8e78308930,Female,26,Basic,Yearly,Bank Transfer,25.47,152.82,Yes
65c17795-b155-46bc-9f8d-ed9756abf2f1,Female,46,Standard,Yearly,Bank Transfer,99.21,198.42,Yes
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,Female,29,Premium,Yearly,Credit Card,17.6,264,Yes
889b78d5-dbfd-497e-aca2-b148da330aa1,Male,66,Premium,Yearly,Credit Card,75.63,453.78,No
a075e927-5110-4492-b442-7e0b61484bb3,Female,60,Standard,Yearly,Credit Card,34.78,730.38,No
7cea2045-c268-483e-a32f-2e63b7fddd71,Female,61,Standard,Yearly,PayPal,87.18,1307.7,No
9e11d2cd-0930-4ef6-8a80-068ddf547e50,Male,57,Premium,Quarterly,PayPal,64.1,256.4,No
af34cf65-a193-44b2-bc19-e71d118405ad,Female,56,Standard,Monthly,PayPal,22.83,22.83,No
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,Female,36,Basic,Quarterly,Bank Transfer,44.1,132.3,No
fa745761-6f18-4108-9723-199dbf2c14a0,Male,44,Standard,Yearly,Credit Card,19.11,95.55,No
b4323070-a23d-4c2f-82a7-96891933918c,Female,69,Standard,Monthly,PayPal,71.94,935.22,No
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,Female,41,Premium,Yearly,PayPal,22.22,311.08,Yes
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,Female,44,Standard,Yearly,Debit Card,38.19,572.85,No
0e5dd462-cbd0-4ef2-930a-37df0bc61066,Female,54,Standard,Monthly,Credit Card,96.03,480.15,No
6e417d47-5ff5-45ea-9bc4-40f14b1a269b,Female,21,Standard,Monthly,Credit Card,17.94,269.1,Yes
697c3923-87fa-441a-be83-b91f25440fe0,Male,62,Standard,Monthly,Credit Card,53.01,689.13,No
2e183554-cae2-4e66-ae8a-781390e0a95b,Female,40,Premium,Yearly,Debit Card,84.41,1097.33,Yes
9c07a751-1437-4509-acd1-586a2b840c67,Male,38,Standard,Yearly,Bank Transfer,31.15,342.65,No
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,Male,18,Premium,Monthly,PayPal,23.55,47.1,No
9549c931-e9af-499d-bf67-1eec3da70577,Male,34,Premium,Quarterly,Bank Transfer,39.32,747.08,Yes
a34db7c5-760d-4bbb-bb70-b3a124a35cf2,Male,25,Basic,Monthly,Credit Card,58.87,1118.53,Yes
aab612c9-415d-474a-b5a6-69814104a8b5,Male,51,Premium,Quarterly,Credit Card,51.26,1127.72,Yes
771ad655-cdfc-4ee0-a61e-de900267deb3,Male,56,Basic,Monthly,Bank Transfer,34.82,487.48,Yes
8beddb12-ad77-482f-89a2-3a89e6b5a92c,Female,34,Premium,Yearly,Debit Card,98.29,1179.48,No
f1faf665-7115-43f3-92e8-9d1028711733,Female,53,Standard,Yearly,Credit Card,60.64,1394.72,No
4c955f6a-966b-4964-bcd6-bdca5876fd09,Male,68,Standard,Monthly,PayPal,90.5,1629,No
b0b862ef-6c9f-42b9-b647-8986a3917c99,Male,64,Premium,Monthly,PayPal,28.04,252.36,Yes
4d57d880-d865-469a-b4f3-310340066ff2,Male,34,Basic,Monthly,Credit Card,90.38,1717.22,No
da743152-627b-41a1-bfd6-f23232ffe294,Male,22,Basic,Yearly,Debit Card,29.87,687.01,Yes
61a11729-3cb9-4350-9b4d-a0fe7bb38605,Female,39,Basic,Quarterly,PayPal,88.48,884.8,Yes
4bbe4aff-9326-4ffd-9be4-bf5192698698,Female,38,Standard,Monthly,Bank Transfer,75.97,1139.55,No
059dd55d-4b94-4e30-b303-f438fe2110d0,Female,25,Standard,Monthly,Bank Transfer,36.52,255.64,Yes
6553867d-a881-4fd3-947d-577bfa5a91ca,Female,42,Basic,Monthly,PayPal,22.86,182.88,No
dd750e98-90e0-495f-8212-b554464458b4,Female,26,Premium,Monthly,Bank Transfer,73,584,No
f93e08d5-bea2-4dfe-873f-6e1baf908e3c,Female,63,Standard,Quarterly,PayPal,15.94,47.82,No
bec39a37-9b3d-44bd-a91e-314e0c8e29e3,Female,30,Basic,Quarterly,Credit Card,95.96,575.76,Yes
e726be23-e776-4886-9534-ee1d7f2984f5,Female,34,Premium,Quarterly,Debit Card,31.8,190.8,Yes
3ae909fe-cc82-48da-8696-f5e64944051b,Female,43,Basic,Yearly,PayPal,30.91,216.37,No
3810ae66-5a31-44cc-8d4b-69a99b689c88,Male,31,Standard,Yearly,PayPal,11.98,83.86,No
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,Male,34,Basic,Quarterly,Credit Card,13.03,247.57,No
c478f6f1-b88e-4318-816d-83edad81f8bd,Male,42,Standard,Yearly,Credit Card,74.78,747.8,No
2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,Female,69,Standard,Quarterly,Debit Card,74.26,1485.2,No
a0a11839-e745-4704-98df-bc3ca0d4de3d,Male,39,Standard,Yearly,Bank Transfer,22.86,525.78,No
c9e26074-4f16-49a0-8a17-991ea5769411,Female,48,Standard,Quarterly,Debit Card,84.14,925.54,Yes
5d678bb1-945e-42e4-888a-93ec70d9c9f8,Male,32,Basic,Yearly,Credit Card,56,1008,Yes
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,Female,34,Premium,Quarterly,Bank Transfer,10.34,51.7,No
6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,Female,46,Premium,Monthly,Credit Card,21.69,195.21,No
c958e75e-21d5-4971-b367-49b52cf6bf75,Female,21,Standard,Yearly,PayPal,49.04,833.68,No
5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,Female,29,Premium,Monthly,Credit Card,71.83,71.83,No
45c45a3e-e9da-484a-8075-9f1f87e5f0fe,Male,27,Premium,Yearly,Credit Card,74.17,964.21,Yes
e9ff1cae-41c8-4a8c-aa1f-955ad499da99,Female,61,Premium,Monthly,Bank Transfer,73.23,659.07,Yes
f7a67b94-7b5a-411a-b1b6-4afed31edf1a,Male,36,Basic,Quarterly,Credit Card,42.4,678.4,No
ded255d0-bf1e-4366-8b8e-63d4ce7607ad,Female,58,Premium,Yearly,Bank Transfer,28.8,403.2,No
77e490c7-1d7b-4313-8de2-2f1c56b60afc,Male,24,Basic,Monthly,Debit Card,59.69,238.76,No
c1101266-2408-46dc-9346-d1a9f6802cdb,Female,26,Basic,Quarterly,PayPal,75.74,1666.28,Yes
ad238d36-dc32-4c97-b9c1-e262f76c8ede,Male,40,Basic,Monthly,Debit Card,45.53,364.24,No
65bcc272-fadd-4ea3-aca5-e2fdb966442a,Female,20,Standard,Monthly,Bank Transfer,74.19,1632.18,No
